Timestamp,NodeId,Latitude,Longitude,Tech,ARFCN,Code,PLMNId,LAC,CellId,Sig Tech,Sig Pow,Sig Qual,Color Value,Color Name
2022-05-27 19:05:08,2386,35.20544,51.06795,4G,1423,381,43211,42221,23450885,4G,-66.2,-6.2,1423,1423
2022-05-27 19:05:11,2386,35.20595,51.06875,4G,1423,381,43211,42221,23450885,4G,-63.2,-6.2,1423,1423
2022-05-27 19:05:14,2386,35.20648,51.06958,4G,1423,381,43211,42221,23450885,4G,-65.5,-6.5,1423,1423
2022-05-27 19:05:17,2386,35.20702,51.07045,4G,1423,381,43211,42221,23450885,4G,-73.7,-7.3,1423,1423
2022-05-27 19:05:20,2386,35.20759,51.07135,4G,1423,381,43211,42221,23450885,4G,-86.3,-8.3,1423,1423
2022-05-27 19:05:23,2386,35.20816,51.07227,4G,1423,383,43211,42221,23450884,4G,-82.3,-9,1423,1423
2022-05-27 19:05:26,2386,35.20873,51.07317,4G,1423,383,43211,42221,23450884,4G,-73.3,-7.2,1423,1423
2022-05-27 19:05:29,2386,35.20929,51.07403,4G,1423,383,43211,42221,23450884,4G,-70.3,-8.2,1423,1423
2022-05-27 19:05:32,2386,35.20985,51.0749,4G,1423,383,43211,42221,23450884,4G,-69.2,-6.3,1423,1423
2022-05-27 19:05:35,2386,35.21038,51.07576,4G,1423,383,43211,42221,23450884,4G,-77.3,-7.5,1423,1423
2022-05-27 19:05:38,2386,35.21086,51.07659,4G,1423,383,43211,42221,23450884,4G,-76.8,-8.7,1423,1423
2022-05-27 19:05:41,2386,35.21134,51.07746,4G,1423,383,43211,42221,23450884,4G,-77.2,-8.7,1423,1423
2022-05-27 19:05:44,2386,35.21181,51.07834,4G,1423,383,43211,42221,23450884,4G,-75.7,-8.5,1423,1423
2022-05-27 19:05:47,2386,35.21225,51.07924,4G,1423,383,43211,42221,23450884,4G,-78.7,-8.8,1423,1423
2022-05-27 19:05:50,2386,35.21268,51.08017,4G,1423,383,43211,42221,23450884,4G,-76,-9.4,1423,1423
2022-05-27 19:05:53,2386,35.2131,51.08112,4G,1423,383,43211,42221,23450884,4G,-82.3,-8.3,1423,1423
2022-05-27 19:05:56,2386,35.21352,51.08208,4G,1423,383,43211,42221,23450884,4G,-81,-8.7,1423,1423
2022-05-27 19:05:59,2386,35.21394,51.08304,4G,1423,383,43211,42221,23450884,4G,-80.7,-9,1423,1423
2022-05-27 19:06:02,2386,35.21435,51.08402,4G,1423,383,43211,42221,23450884,4G,-82,-9,1423,1423
2022-05-27 19:06:05,2386,35.21474,51.08504,4G,1423,383,43211,42221,23450884,4G,-80.5,-8.5,1423,1423
2022-05-27 19:06:08,2386,35.21511,51.08608,4G,1423,383,43211,42221,23450884,4G,-80.8,-8.7,1423,1423
2022-05-27 19:06:11,2386,35.21547,51.08712,4G,1423,383,43211,42221,23450884,4G,-81,-9.3,1423,1423
2022-05-27 19:06:14,2386,35.21581,51.08814,4G,1423,383,43211,42221,23450884,4G,-80.7,-6.7,1423,1423
2022-05-27 19:06:17,2386,35.21615,51.08916,4G,1423,383,43211,42221,23450884,4G,-82,-8,1423,1423
2022-05-27 19:06:20,2386,35.21646,51.09022,4G,1423,383,43211,42221,23450884,4G,-87.3,-7.3,1423,1423
2022-05-27 19:06:23,2386,35.21675,51.09128,4G,1423,383,43211,42221,23450884,4G,-84,-9.2,1423,1423
2022-05-27 19:06:26,2386,35.21703,51.09237,4G,1423,383,43211,42221,23450884,4G,-88,-9.8,1423,1423
2022-05-27 19:06:29,2386,35.21728,51.09347,4G,1423,383,43211,42221,23450884,4G,-86.6,-7,1423,1423
2022-05-27 19:06:32,2386,35.21751,51.09452,4G,1423,383,43211,42221,23450884,4G,-89.8,-7.2,1423,1423
2022-05-27 19:06:35,2386,35.21771,51.09553,4G,1423,383,43211,42221,23450884,4G,-87,-8.7,1423,1423
2022-05-27 19:06:38,2386,35.21788,51.09651,4G,1423,383,43211,42221,23450884,4G,-90.2,-8.5,1423,1423
2022-05-27 19:06:41,2386,35.21803,51.09748,4G,1423,383,43211,42221,23450884,4G,-82.8,-7.3,1423,1423
2022-05-27 19:06:44,2386,35.21814,51.09829,4G,1423,383,43211,42221,23450884,4G,-83.7,-9,1423,1423
2022-05-27 19:06:45,2386,35.21818,51.09858,4G,1423,383,43211,42221,23450884,4G,-82.5,-7.8,1423,1423
2022-05-27 19:06:47,2386,35.21829,51.09935,4G,1423,383,43211,42221,23450884,4G,-88,-8,1423,1423
2022-05-27 19:06:50,2386,35.21842,51.10032,4G,1423,383,43211,42221,23450884,4G,-91.2,-7.6,1423,1423
2022-05-27 19:06:53,2386,35.21854,51.10123,4G,1423,383,43211,42221,23450884,4G,-87.6,-9.2,1423,1423
2022-05-27 19:06:56,2386,35.21866,51.10212,4G,1423,383,43211,42221,23450884,4G,-92.7,-8.7,1423,1423
2022-05-27 19:06:59,2386,35.2188,51.103,4G,1423,383,43211,42221,23450884,4G,-103,-10,1423,1423
2022-05-27 19:07:02,2386,35.21893,51.10392,4G,1423,383,43211,42221,23450884,4G,-106,-10.8,1423,1423
2022-05-27 19:07:05,2386,35.21908,51.10487,4G,1423,383,43211,42221,23450884,4G,-107,-9.5,1423,1423
